"V1","V2","V3","V4"
-0.0148337063709418,-0.000869091919645806,-0.0237880640889704,-0.00916793017401444
-0.015463587346697,-0.00731321071795121,-0.0266905115397349,-0.0126404759256545
-0.0116114357590475,-0.00422242598656,-0.0240858846648067,-0.0105811718830626
-0.0119990159649116,-0.00669193661715894,-0.02678602409736,-0.0115352871220813
-0.00906474059468593,-0.00908417502140906,-0.0241084304060837,-0.0112598502041033
-0.00591783753769013,-0.00364350350277052,-0.0238089521555388,-0.0113201743153486
-0.00980818076441432,-0.0048827574994174,-0.0213573908764852,-0.00796186045436007
0.0052321879578402,-0.00630629018922734,-0.0235606455620501,-0.0127508962489575
-0.0116513532961806,-0.0066397224920418,-0.0264338183345063,-0.013156450404657
-0.00740515132882176,-0.00678798379116715,-0.0241508315333432,-0.0120536069473917
0.000258865774474073,-0.00323802092092677,-0.0282366003358762,-0.0145759740555816
-0.010197946294523,-0.00995645990656225,-0.0236413732475685,-0.0109112998244853
-0.0182930231280698,-0.00922899566693492,-0.0251442798063391,-0.0127172320796273
-0.01898274907903,-0.00741137374737438,-0.0233376224298815,-0.00903895894829659
-0.0213203779032142,-0.00609391133062665,-0.0231180622868293,-0.0103045383943713
-0.0081309847768143,-0.00927923577097511,-0.0229206336504073,-0.00916804757978812
-8.62485117600549e-05,-0.00768682074770604,-0.0252694093438792,-0.0124540349985431
-0.000408617436013239,-0.00554175775922759,-0.0224421025522941,-0.00852557578591284
-0.00866325985731712,-0.00882691218217802,-0.0244192079207267,-0.00975940580372743
-0.00307935385308786,-0.00957865504096792,-0.0239788881808709,-0.00929693272306044
-0.00280870852864352,-0.00708108300191706,-0.0221450279443125,-0.00751544784758377
-0.00189309132938668,-0.00655540362793948,-0.0210900128994121,-0.0067243662911438
-0.0196406354473235,-0.00704463567434433,-0.0270207861599224,-0.00914170034727152
-0.0173093600431511,-0.0060276321967966,-0.0233772269243338,-0.00992655168665233
-0.00451016067082653,-0.00449132377512904,-0.0291772117712969,-0.0119073511946781
-0.0206546008097939,-0.0109285155396394,-0.0269307026501839,-0.0145727739473806
-0.0248923441694847,-0.00777722400928311,-0.0274806441357427,-0.0140155181447258
-0.0374472770962267,-0.008303860644081,-0.0253159859821649,-0.0128012173604449
